booking_id,booking_date,booking_hour,city,vehicle_type,ride_distance_km,fare_amount,payment_method,driver_id,driver_rating,customer_rating,ride_status,cancellation_reason
107872,2024-11-24,12,Bengaluru,Auto,11.91,198.26,UPI,4202,3.5,3.5,Completed,
107873,2024-11-24,11,Bengaluru,Mini,21.55,195.62,Card,4566,3.1,4.5,Completed,
107874,2024-11-24,6,Hyderabad,Mini,1.48,267.1,Card,1819,4.8,3.3,Cancelled,High Fare
107875,2024-11-24,11,Mumbai,Mini,10.59,509.12,UPI,4316,2.7,4.4,Completed,
107876,2024-11-24,20,Mumbai,Sedan,3.51,783.74,Card,4665,4.6,4.3,Cancelled,Customer Change of Mind
107877,2024-11-24,3,Mumbai,Bike,27.69,414.7,Wallet,1095,3.9,3.0,Cancelled,Driver Delay
107878,2024-11-24,1,Delhi,Auto,26.42,499.76,Card,1395,2.8,4.2,Completed,
107879,2024-11-24,1,Chennai,Sedan,29.07,681.95,Wallet,4833,3.4,4.6,Completed,
107880,2024-11-24,4,Delhi,Mini,19.66,300.53,UPI,3195,3.8,4.8,Completed,
107881,2024-11-24,22,Chennai,Mini,24.4,184.91,Cash,2430,2.9,3.1,Completed,
107882,2024-11-24,9,Pune,Sedan,18.74,375.22,UPI,4868,2.8,5.0,Completed,
107883,2024-11-24,9,Chennai,Auto,15.27,289.02,Wallet,2551,3.2,3.7,Completed,
107884,2024-11-24,8,Chennai,Mini,25.18,699.6,Card,2635,3.9,3.1,Completed,
107885,2024-11-24,12,Hyderabad,Auto,23.51,783.45,UPI,2439,4.4,4.3,Completed,
107886,2024-11-24,6,Mumbai,Auto,22.27,566.24,UPI,1055,4.9,4.3,Completed,
107887,2024-11-24,4,Delhi,Bike,26.92,540.32,UPI,3304,2.9,4.0,Completed,
107888,2024-11-24,9,Pune,Mini,27.93,585.67,Wallet,3984,2.5,2.9,Cancelled,High Fare
107889,2024-11-24,9,Delhi,Sedan,13.91,400.75,Card,2380,5.0,2.6,Completed,
107890,2024-11-24,5,Hyderabad,Bike,9.2,521.6,UPI,1858,2.8,4.3,Completed,
107891,2024-11-24,18,Chennai,Auto,15.84,103.45,Cash,1849,4.4,3.4,Completed,
107892,2024-11-24,20,Pune,Sedan,3.7,420.09,Wallet,3037,4.4,2.7,Completed,
107893,2024-11-24,7,Mumbai,Bike,28.21,299.27,Wallet,3332,2.7,4.8,Completed,
107894,2024-11-24,0,Bengaluru,Bike,29.53,89.89,Card,2351,4.5,4.8,Completed,
107895,2024-11-24,16,Bengaluru,Bike,19.93,458.58,Cash,2111,3.1,4.1,Completed,
107896,2024-11-25,6,Hyderabad,Auto,22.64,320.19,UPI,3185,4.5,3.1,Completed,
107897,2024-11-25,13,Mumbai,Auto,10.39,492.96,Card,3278,3.3,5.0,Cancelled,Driver Delay
107898,2024-11-25,20,Bengaluru,Mini,26.12,434.89,Wallet,4835,4.4,3.1,Completed,
107899,2024-11-25,20,Bengaluru,Bike,27.11,257.16,Cash,4803,4.6,2.5,Completed,
107900,2024-11-25,16,Pune,Sedan,3.23,454.99,UPI,2001,2.5,4.7,Completed,
107901,2024-11-25,8,Pune,Auto,4.81,334.08,Wallet,3031,3.8,3.0,Completed,
107902,2024-11-25,16,Delhi,Bike,8.56,740.84,UPI,4891,3.4,4.1,Completed,
107903,2024-11-25,4,Mumbai,Sedan,21.41,331.72,Card,1578,4.6,3.1,Completed,
107904,2024-11-25,19,Bengaluru,Auto,6.32,80.11,Cash,1752,3.7,3.6,Completed,
107905,2024-11-25,7,Pune,Sedan,7.38,622.68,Card,4606,3.5,3.5,Completed,
107906,2024-11-25,5,Pune,Sedan,12.07,772.76,UPI,1154,2.9,3.4,Completed,
107907,2024-11-25,10,Pune,Mini,18.74,177.04,UPI,2577,3.2,3.3,Completed,
107908,2024-11-25,18,Delhi,Auto,29.31,779.59,Wallet,2559,5.0,2.5,Completed,
107909,2024-11-25,3,Mumbai,Auto,23.73,512.9,Cash,1318,4.6,3.0,Completed,
107910,2024-11-25,17,Chennai,Auto,17.19,685.54,Cash,4946,3.3,5.0,Completed,
107911,2024-11-25,0,Pune,Auto,2.43,404.67,UPI,4079,4.0,2.5,Completed,
107912,2024-11-25,12,Mumbai,Mini,15.99,516.89,UPI,2415,5.0,2.7,Cancelled,High Fare
107913,2024-11-25,13,Hyderabad,Mini,6.92,680.79,UPI,4502,4.2,2.6,Completed,
107914,2024-11-25,23,Delhi,Bike,9.7,787.1,Wallet,4856,3.3,3.8,Cancelled,Driver Unavailable
107915,2024-11-25,0,Chennai,Auto,8.27,188.6,UPI,4104,2.6,2.6,Completed,
107916,2024-11-25,10,Pune,Sedan,11.08,724.06,Cash,4455,4.5,3.8,Completed,
107917,2024-11-25,16,Pune,Mini,2.81,550.45,Cash,2033,3.2,3.3,Completed,
107918,2024-11-25,3,Delhi,Sedan,17.73,760.15,Wallet,4439,2.9,4.7,Cancelled,App Issue
107919,2024-11-25,11,Delhi,Sedan,2.33,288.58,Cash,4812,2.8,3.4,Completed,
107920,2024-11-26,9,Bengaluru,Sedan,20.16,231.95,Wallet,4722,2.8,4.5,Cancelled,Driver Delay
107921,2024-11-26,5,Pune,Bike,22.19,324.14,Card,2497,2.8,4.3,Completed,
107922,2024-11-26,0,Mumbai,Bike,15.1,713.37,UPI,2531,3.8,4.9,Completed,
107923,2024-11-26,6,Delhi,Auto,23.66,394.72,UPI,1050,4.4,3.6,Completed,
107924,2024-11-26,20,Delhi,Mini,29.05,763.61,Cash,1992,4.7,4.9,Completed,
107925,2024-11-26,15,Hyderabad,Auto,10.86,231.76,UPI,3538,4.2,4.1,Completed,
107926,2024-11-26,23,Hyderabad,Bike,18.95,215.41,Cash,4697,2.7,3.5,Cancelled,App Issue
107927,2024-11-26,13,Hyderabad,Bike,10.39,558.8,UPI,4911,4.9,3.7,Cancelled,High Fare
107928,2024-11-26,22,Delhi,Sedan,13.86,268.75,Wallet,3716,2.5,4.3,Completed,
107929,2024-11-26,19,Chennai,Auto,1.6,146.87,UPI,3036,4.4,4.7,Completed,
107930,2024-11-26,19,Mumbai,Sedan,3.16,331.95,Wallet,4533,5.0,3.5,Completed,
107931,2024-11-26,5,Delhi,Bike,24.13,249.62,UPI,1595,4.7,4.9,Completed,
107932,2024-11-26,21,Bengaluru,Auto,5.06,359.74,Wallet,4361,4.3,3.7,Completed,
107933,2024-11-26,4,Pune,Auto,21.28,189.88,Wallet,2895,3.8,4.4,Completed,
107934,2024-11-26,23,Chennai,Mini,21.56,767.74,Card,4701,5.0,4.8,Completed,
107935,2024-11-26,20,Chennai,Bike,29.89,651.24,Cash,1394,4.1,3.0,Completed,
107936,2024-11-26,17,Mumbai,Bike,21.17,680.68,UPI,2159,4.6,3.0,Completed,
107937,2024-11-26,14,Chennai,Mini,4.73,273.34,UPI,2792,3.0,4.2,Cancelled,High Fare
107938,2024-11-26,5,Mumbai,Bike,19.17,692.57,Cash,4866,4.1,4.1,Completed,
107939,2024-11-26,18,Chennai,Sedan,16.2,493.09,Wallet,2230,2.5,4.6,Completed,
107940,2024-11-26,0,Pune,Sedan,27.6,92.55,Card,3930,4.5,3.9,Cancelled,Driver Unavailable
107941,2024-11-26,0,Mumbai,Sedan,21.01,164.95,Cash,4248,3.5,4.3,Cancelled,App Issue
107942,2024-11-26,12,Hyderabad,Auto,16.04,384.47,UPI,3835,3.1,2.9,Completed,
107943,2024-11-26,2,Hyderabad,Sedan,19.1,345.34,Cash,3269,3.1,3.9,Cancelled,High Fare
107944,2024-11-27,9,Chennai,Bike,13.86,646.46,Card,3932,4.9,2.5,Completed,
107945,2024-11-27,20,Chennai,Mini,15.74,705.25,Card,1046,4.7,4.2,Completed,
107946,2024-11-27,2,Mumbai,Sedan,21.95,698.7,Wallet,3325,4.5,4.9,Completed,
107947,2024-11-27,8,Mumbai,Sedan,3.27,331.47,UPI,4532,3.8,2.9,Cancelled,Driver Delay
107948,2024-11-27,7,Pune,Auto,18.84,526.83,UPI,2509,3.5,2.8,Completed,
107949,2024-11-27,2,Delhi,Bike,3.56,422.82,Wallet,2494,4.0,3.7,Completed,
107950,2024-11-27,12,Hyderabad,Mini,25.8,716.69,Wallet,2045,3.9,3.6,Completed,
107951,2024-11-27,5,Delhi,Bike,28.33,716.73,Cash,4266,4.7,3.6,Cancelled,Driver Delay
107952,2024-11-27,12,Delhi,Sedan,23.63,90.4,Cash,2661,4.9,3.2,Completed,
107953,2024-11-27,22,Bengaluru,Bike,21.82,479.11,Cash,1334,4.8,2.8,Completed,
107954,2024-11-27,19,Mumbai,Mini,28.37,427.6,Cash,4313,4.4,4.8,Completed,
107955,2024-11-27,19,Bengaluru,Sedan,7.34,627.79,Wallet,2100,3.5,3.4,Completed,
107956,2024-11-27,11,Bengaluru,Bike,7.64,196.86,Card,4150,4.4,3.5,Completed,
107957,2024-11-27,12,Delhi,Mini,14.95,571.25,Card,4383,4.4,3.6,Completed,
107958,2024-11-27,1,Bengaluru,Sedan,1.22,603.96,Cash,1021,2.9,2.8,Completed,
107959,2024-11-27,20,Pune,Sedan,28.99,70.06,Cash,2739,4.5,3.0,Completed,
107960,2024-11-27,23,Mumbai,Bike,1.94,373.45,Wallet,3671,4.8,2.5,Completed,
107961,2024-11-27,22,Delhi,Auto,18.29,784.21,Cash,2963,4.4,3.7,Cancelled,Driver Delay
107962,2024-11-27,15,Mumbai,Auto,11.27,275.45,UPI,3128,4.2,3.9,Completed,
107963,2024-11-27,22,Pune,Mini,3.99,713.4,Card,3553,3.0,3.0,Cancelled,App Issue
107964,2024-11-27,5,Chennai,Bike,1.71,490.17,Cash,4967,4.1,3.6,Completed,
107965,2024-11-27,18,Bengaluru,Mini,8.61,272.41,Cash,3492,4.1,4.2,Completed,
107966,2024-11-27,20,Delhi,Bike,4.09,676.99,Card,2913,3.4,3.1,Completed,
107967,2024-11-27,12,Hyderabad,Mini,28.27,793.0,Card,1991,2.8,3.4,Completed,
107968,2024-11-28,16,Mumbai,Mini,8.1,606.5,UPI,2452,3.6,4.3,Completed,
107969,2024-11-28,22,Pune,Bike,3.73,95.97,UPI,3216,4.8,4.0,Cancelled,High Fare
107970,2024-11-28,8,Bengaluru,Auto,23.32,89.31,Wallet,3097,4.5,3.8,Completed,
107971,2024-11-28,16,Mumbai,Mini,13.01,418.67,UPI,2353,3.4,4.7,Cancelled,High Fare
107972,2024-11-28,1,Pune,Bike,25.47,54.55,UPI,2772,3.0,2.7,Cancelled,Driver Unavailable
107973,2024-11-28,18,Mumbai,Bike,25.31,556.96,Cash,4754,3.7,3.8,Completed,
107974,2024-11-28,18,Chennai,Bike,29.78,62.23,Cash,2908,4.4,4.2,Completed,
107975,2024-11-28,23,Pune,Sedan,24.31,779.8,UPI,2937,4.2,3.2,Completed,
107976,2024-11-28,6,Mumbai,Bike,7.21,710.47,Wallet,4240,4.7,3.2,Completed,
107977,2024-11-28,21,Chennai,Bike,18.01,661.53,Wallet,1978,3.3,3.7,Completed,
107978,2024-11-28,9,Chennai,Sedan,16.26,659.31,Card,4690,3.7,3.4,Completed,
107979,2024-11-28,9,Chennai,Sedan,15.74,675.78,UPI,4825,3.1,3.6,Completed,
107980,2024-11-28,19,Bengaluru,Auto,9.61,375.69,Card,1090,4.4,4.2,Completed,
107981,2024-11-28,8,Pune,Bike,7.09,643.89,UPI,3567,3.6,3.4,Completed,
107982,2024-11-28,16,Mumbai,Mini,21.79,325.36,UPI,3424,3.6,2.6,Completed,
107983,2024-11-28,14,Mumbai,Sedan,3.95,686.29,Cash,1529,4.5,2.7,Completed,
107984,2024-11-28,1,Pune,Sedan,2.44,513.47,UPI,3925,4.3,3.8,Completed,
107985,2024-11-28,3,Chennai,Auto,12.06,318.76,Cash,1861,3.7,4.8,Completed,
107986,2024-11-28,18,Mumbai,Auto,22.57,609.1,Wallet,4770,3.4,3.2,Cancelled,Customer Change of Mind
107987,2024-11-28,16,Mumbai,Auto,26.19,232.12,Wallet,2176,4.2,2.6,Cancelled,Driver Unavailable
107988,2024-11-28,4,Chennai,Bike,16.66,773.5,UPI,2074,4.9,4.5,Cancelled,Customer Change of Mind
107989,2024-11-28,6,Hyderabad,Bike,25.36,548.56,Wallet,1640,3.6,4.4,Completed,
107990,2024-11-28,17,Hyderabad,Bike,1.73,350.9,UPI,2381,2.6,4.7,Completed,
107991,2024-11-28,20,Chennai,Sedan,14.21,463.05,Card,4793,4.7,3.7,Completed,
107992,2024-11-29,21,Bengaluru,Auto,4.87,603.18,Wallet,3224,2.9,2.7,Completed,
107993,2024-11-29,6,Mumbai,Sedan,17.9,647.99,UPI,2485,4.8,2.9,Completed,
107994,2024-11-29,16,Mumbai,Mini,27.71,781.22,Card,4059,4.6,4.9,Completed,
107995,2024-11-29,6,Hyderabad,Bike,1.21,206.72,Card,3700,4.1,4.6,Completed,
107996,2024-11-29,3,Chennai,Sedan,20.38,428.33,UPI,2006,4.6,4.0,Completed,
107997,2024-11-29,7,Pune,Mini,23.98,118.59,Wallet,1344,3.1,2.6,Completed,
107998,2024-11-29,12,Pune,Sedan,22.59,111.71,Wallet,1319,4.6,2.7,Completed,
107999,2024-11-29,3,Bengaluru,Mini,1.57,128.25,UPI,3567,3.9,3.0,Completed,
108000,2024-11-29,5,Chennai,Sedan,6.04,244.63,Cash,4003,2.9,4.1,Completed,
108001,2024-11-29,4,Hyderabad,Sedan,3.74,572.25,Wallet,1146,3.1,4.9,Completed,
108002,2024-11-29,11,Hyderabad,Bike,3.48,695.85,Wallet,2085,4.5,3.9,Completed,
108003,2024-11-29,3,Mumbai,Sedan,22.18,377.0,Wallet,1935,4.6,4.6,Completed,
108004,2024-11-29,23,Delhi,Sedan,13.32,466.4,UPI,1373,4.7,4.4,Completed,
108005,2024-11-29,8,Bengaluru,Auto,22.02,204.78,UPI,2332,3.0,3.2,Completed,
108006,2024-11-29,3,Bengaluru,Sedan,11.46,643.31,UPI,1624,4.8,4.0,Completed,
108007,2024-11-29,18,Delhi,Bike,4.39,716.27,Card,3408,3.7,4.3,Completed,
108008,2024-11-29,23,Pune,Sedan,21.84,414.2,Wallet,1881,5.0,3.3,Completed,
108009,2024-11-29,13,Pune,Bike,19.16,170.66,Cash,1872,3.7,4.0,Completed,
108010,2024-11-29,4,Pune,Auto,4.28,53.83,Wallet,4444,3.1,2.8,Cancelled,Customer Change of Mind
108011,2024-11-29,17,Hyderabad,Bike,27.81,452.31,Card,3050,2.6,4.5,Cancelled,High Fare
108012,2024-11-29,9,Chennai,Auto,9.96,423.23,Wallet,1889,4.2,3.3,Completed,
108013,2024-11-29,18,Bengaluru,Auto,19.99,744.36,UPI,3588,2.5,3.3,Completed,
108014,2024-11-29,11,Delhi,Auto,1.93,77.36,Wallet,3127,4.6,4.3,Completed,
108015,2024-11-29,17,Mumbai,Auto,13.85,161.71,Cash,2414,3.3,4.5,Completed,
108016,2024-11-30,16,Mumbai,Auto,28.97,198.26,Wallet,3032,4.2,4.3,Cancelled,High Fare
108017,2024-11-30,23,Hyderabad,Bike,26.71,460.34,UPI,4645,3.7,3.3,Completed,
108018,2024-11-30,10,Bengaluru,Auto,7.42,263.55,Wallet,2972,4.1,4.8,Completed,
108019,2024-11-30,2,Chennai,Auto,26.49,204.26,UPI,3644,2.6,4.0,Completed,
108020,2024-11-30,22,Bengaluru,Auto,9.5,435.81,Card,2261,3.0,3.4,Completed,
108021,2024-11-30,16,Pune,Auto,25.71,80.49,Card,1682,4.7,3.4,Completed,
108022,2024-11-30,0,Mumbai,Auto,22.15,781.43,Card,2805,3.5,2.7,Completed,
108023,2024-11-30,14,Bengaluru,Mini,11.21,695.76,Wallet,3982,3.9,2.9,Completed,
108024,2024-11-30,8,Mumbai,Sedan,27.41,253.97,Wallet,1279,3.6,4.1,Completed,
108025,2024-11-30,14,Delhi,Sedan,15.07,302.13,Card,4055,4.8,3.3,Completed,
108026,2024-11-30,23,Delhi,Auto,10.21,234.42,Card,2245,3.0,3.1,Completed,
108027,2024-11-30,2,Mumbai,Auto,9.11,746.3,UPI,1247,4.6,2.5,Completed,
108028,2024-11-30,21,Chennai,Mini,28.23,539.9,UPI,3848,2.7,4.6,Completed,
108029,2024-11-30,18,Chennai,Auto,23.0,440.88,Cash,3419,4.6,3.2,Completed,
108030,2024-11-30,12,Bengaluru,Mini,11.15,431.45,UPI,1853,4.8,3.3,Completed,
108031,2024-11-30,11,Mumbai,Sedan,8.37,174.44,Wallet,4017,4.5,5.0,Cancelled,App Issue
108032,2024-11-30,19,Hyderabad,Bike,7.14,771.98,Card,4645,3.2,3.7,Completed,
108033,2024-11-30,0,Chennai,Sedan,8.09,735.95,Cash,2597,2.8,3.8,Completed,
108034,2024-11-30,20,Chennai,Bike,4.22,764.32,Card,1458,3.8,2.6,Cancelled,High Fare
108035,2024-11-30,16,Pune,Bike,15.06,268.2,Card,1462,4.2,3.8,Completed,
108036,2024-11-30,12,Delhi,Bike,2.19,407.49,Card,2393,4.5,3.6,Cancelled,Customer Change of Mind
108037,2024-11-30,0,Chennai,Auto,1.33,439.19,Wallet,1367,3.8,4.7,Completed,
108038,2024-11-30,9,Chennai,Mini,18.92,417.26,UPI,2462,3.9,3.8,Completed,
108039,2024-11-30,14,Pune,Bike,3.57,64.39,UPI,4037,4.8,4.7,Completed,
108040,2024-12-01,6,Chennai,Mini,25.51,674.86,UPI,3040,2.6,4.4,Completed,
108041,2024-12-01,21,Pune,Sedan,4.1,609.91,Wallet,3061,3.3,2.5,Completed,
108042,2024-12-01,17,Mumbai,Bike,16.74,406.1,UPI,1607,3.6,4.9,Completed,
108043,2024-12-01,15,Mumbai,Sedan,20.59,250.55,Card,3621,4.1,2.7,Completed,
108044,2024-12-01,13,Delhi,Mini,7.65,526.23,Wallet,3585,2.7,2.6,Cancelled,App Issue
108045,2024-12-01,17,Bengaluru,Mini,26.76,153.72,Cash,2788,4.7,3.3,Completed,
108046,2024-12-01,6,Pune,Sedan,14.96,797.96,UPI,2028,3.3,3.6,Completed,
108047,2024-12-01,16,Chennai,Mini,10.14,144.01,Wallet,1942,3.0,3.1,Completed,
108048,2024-12-01,17,Bengaluru,Sedan,27.13,93.84,Cash,2227,4.0,3.7,Cancelled,Driver Delay
108049,2024-12-01,11,Mumbai,Mini,25.89,509.31,Card,3588,2.9,4.9,Completed,
108050,2024-12-01,7,Chennai,Auto,21.58,397.56,Card,4988,3.3,3.9,Completed,
108051,2024-12-01,21,Bengaluru,Sedan,9.42,589.25,Cash,4736,4.7,2.8,Completed,
108052,2024-12-01,1,Pune,Bike,12.32,145.98,Card,3484,4.5,4.8,Completed,
108053,2024-12-01,6,Pune,Bike,21.0,322.81,Wallet,4151,3.2,2.8,Completed,
108054,2024-12-01,3,Bengaluru,Bike,6.37,425.78,UPI,3014,3.5,3.6,Completed,
108055,2024-12-01,17,Pune,Mini,15.36,385.24,Card,3387,3.8,3.7,Completed,
108056,2024-12-01,5,Hyderabad,Sedan,22.39,487.28,Wallet,2502,3.9,4.3,Completed,
108057,2024-12-01,8,Mumbai,Mini,20.07,126.31,UPI,2019,3.3,4.2,Cancelled,Driver Unavailable
108058,2024-12-01,8,Delhi,Bike,21.88,427.79,Wallet,3122,3.8,4.0,Cancelled,High Fare
108059,2024-12-01,13,Delhi,Auto,26.87,466.08,Card,4639,4.4,4.1,Completed,
108060,2024-12-01,7,Hyderabad,Bike,29.08,710.77,Wallet,2907,4.2,4.4,Completed,
108061,2024-12-01,18,Bengaluru,Bike,14.29,478.31,UPI,2468,4.9,2.9,Cancelled,High Fare
108062,2024-12-01,2,Pune,Bike,2.74,460.47,Cash,4615,3.1,4.9,Completed,
108063,2024-12-01,17,Hyderabad,Auto,25.2,659.06,Card,1239,4.2,3.9,Completed,
108064,2024-12-02,4,Hyderabad,Auto,4.42,98.75,Card,2671,4.9,4.3,Completed,
108065,2024-12-02,13,Pune,Sedan,7.36,535.97,UPI,4542,2.7,3.9,Completed,
108066,2024-12-02,3,Mumbai,Auto,19.94,658.85,Wallet,2223,3.9,4.7,Cancelled,Driver Delay
108067,2024-12-02,6,Pune,Sedan,22.63,120.95,UPI,1385,5.0,4.0,Completed,
108068,2024-12-02,19,Pune,Auto,21.14,658.68,Cash,4482,2.7,2.7,Completed,
108069,2024-12-02,11,Chennai,Sedan,13.72,640.37,UPI,3851,3.4,4.7,Completed,
108070,2024-12-02,1,Bengaluru,Bike,27.62,50.71,Cash,4938,2.7,2.8,Completed,
108071,2024-12-02,10,Delhi,Auto,25.13,234.62,Card,1918,4.0,3.8,Completed,
108072,2024-12-02,13,Delhi,Mini,20.25,163.44,UPI,1296,4.6,3.0,Completed,
108073,2024-12-02,21,Hyderabad,Mini,13.79,433.5,UPI,4439,3.1,2.8,Completed,
108074,2024-12-02,22,Hyderabad,Sedan,14.45,735.5,Card,2420,3.0,2.8,Completed,
108075,2024-12-02,15,Hyderabad,Auto,6.1,502.03,Cash,3526,3.8,4.7,Completed,
108076,2024-12-02,19,Bengaluru,Auto,23.61,501.35,Cash,2644,3.4,3.4,Completed,
108077,2024-12-02,5,Hyderabad,Mini,26.11,142.14,Wallet,4549,4.6,3.4,Cancelled,Customer Change of Mind
108078,2024-12-02,22,Hyderabad,Auto,24.99,549.78,UPI,4973,2.8,4.2,Completed,
108079,2024-12-02,3,Chennai,Auto,16.87,716.24,Wallet,1698,4.8,4.6,Completed,
108080,2024-12-02,14,Bengaluru,Sedan,25.3,372.01,Card,3195,4.5,4.5,Completed,
108081,2024-12-02,23,Mumbai,Bike,23.92,561.33,UPI,2881,2.5,4.1,Completed,
108082,2024-12-02,0,Mumbai,Mini,25.14,271.2,Cash,3403,3.2,4.3,Completed,
108083,2024-12-02,6,Pune,Bike,29.48,251.67,Cash,4858,4.8,4.0,Completed,
108084,2024-12-02,11,Chennai,Auto,24.49,188.82,Cash,4413,4.6,4.6,Completed,
108085,2024-12-02,9,Delhi,Auto,8.85,231.13,Card,3699,3.7,3.4,Completed,
108086,2024-12-02,4,Pune,Sedan,24.81,307.07,Card,3562,3.9,3.1,Completed,
108087,2024-12-02,11,Mumbai,Bike,11.89,475.05,Wallet,1628,2.7,3.0,Completed,
108088,2024-12-03,17,Bengaluru,Bike,15.97,635.49,Card,1388,4.5,4.0,Completed,
108089,2024-12-03,9,Delhi,Sedan,24.1,267.17,Card,3116,2.7,3.1,Completed,
108090,2024-12-03,5,Hyderabad,Bike,10.18,176.08,Wallet,4498,4.1,2.8,Completed,
108091,2024-12-03,11,Bengaluru,Sedan,1.76,387.32,UPI,3006,2.8,4.9,Cancelled,Customer Change of Mind
108092,2024-12-03,6,Delhi,Sedan,21.83,642.14,Wallet,1461,3.6,3.4,Cancelled,Driver Unavailable
108093,2024-12-03,17,Mumbai,Auto,27.16,342.0,Cash,4636,3.4,4.7,Completed,
108094,2024-12-03,1,Pune,Auto,27.91,734.96,Cash,2520,3.5,4.3,Completed,
108095,2024-12-03,9,Hyderabad,Auto,24.17,235.94,UPI,3214,3.9,3.4,Completed,
108096,2024-12-03,14,Hyderabad,Sedan,28.12,618.74,UPI,4590,2.9,2.9,Completed,
108097,2024-12-03,11,Bengaluru,Auto,24.8,400.82,UPI,4193,3.1,4.6,Completed,
108098,2024-12-03,16,Pune,Mini,1.87,130.34,UPI,3850,2.8,4.7,Completed,
108099,2024-12-03,3,Hyderabad,Mini,11.14,260.8,UPI,1869,4.1,3.0,Completed,
108100,2024-12-03,6,Delhi,Auto,10.75,693.67,Card,4277,2.6,4.1,Cancelled,Customer Change of Mind
108101,2024-12-03,8,Chennai,Sedan,7.36,54.42,UPI,2460,4.1,3.9,Cancelled,Customer Change of Mind
108102,2024-12-03,18,Mumbai,Mini,24.14,617.26,Card,1784,4.9,4.8,Cancelled,High Fare
108103,2024-12-03,22,Bengaluru,Auto,16.08,658.55,Wallet,2990,4.7,4.1,Completed,
108104,2024-12-03,6,Pune,Mini,25.25,139.88,Wallet,2811,3.3,3.2,Completed,
108105,2024-12-03,22,Chennai,Mini,18.44,771.64,UPI,1545,3.0,4.3,Completed,
108106,2024-12-03,1,Chennai,Mini,18.13,704.22,UPI,1637,4.9,3.8,Completed,
108107,2024-12-03,5,Bengaluru,Bike,12.14,183.9,Wallet,4357,3.6,3.4,Completed,
108108,2024-12-03,17,Delhi,Mini,23.9,231.09,Card,1625,3.4,4.0,Completed,
108109,2024-12-03,5,Pune,Auto,20.81,663.84,UPI,1807,2.8,4.9,Completed,
108110,2024-12-03,12,Mumbai,Mini,10.82,459.78,UPI,3444,2.9,4.5,Completed,
108111,2024-12-03,18,Bengaluru,Auto,29.81,741.93,UPI,1901,4.4,4.4,Cancelled,Driver Delay
108112,2024-12-04,1,Pune,Mini,14.42,784.36,Wallet,1823,3.0,2.7,Completed,
108113,2024-12-04,11,Chennai,Mini,10.18,307.58,UPI,3422,2.9,2.8,Completed,
108114,2024-12-04,14,Chennai,Bike,20.95,122.73,Wallet,3418,3.3,4.0,Completed,
108115,2024-12-04,13,Bengaluru,Mini,7.46,577.64,UPI,1504,4.8,2.6,Completed,
108116,2024-12-04,5,Pune,Auto,25.09,742.34,Wallet,2114,4.0,4.1,Completed,
108117,2024-12-04,17,Chennai,Bike,20.73,173.66,Card,1636,4.4,3.3,Completed,
108118,2024-12-04,4,Bengaluru,Bike,26.23,789.04,UPI,4089,4.3,2.9,Completed,
108119,2024-12-04,17,Bengaluru,Mini,10.54,196.9,Card,2111,4.9,2.6,Completed,
108120,2024-12-04,2,Mumbai,Mini,25.78,114.71,Wallet,4807,4.2,3.0,Completed,
108121,2024-12-04,2,Bengaluru,Sedan,15.53,421.77,Wallet,1358,2.8,4.2,Completed,
108122,2024-12-04,21,Pune,Mini,2.72,654.18,UPI,4353,3.0,3.6,Completed,
108123,2024-12-04,21,Pune,Sedan,6.63,315.78,Card,4233,4.3,2.6,Completed,
108124,2024-12-04,9,Chennai,Auto,7.31,298.88,Wallet,2428,3.0,2.7,Cancelled,Customer Change of Mind
108125,2024-12-04,18,Hyderabad,Mini,23.27,197.83,Card,2563,4.6,4.0,Completed,
108126,2024-12-04,2,Mumbai,Mini,6.89,789.56,Wallet,2284,4.7,4.6,Completed,
108127,2024-12-04,11,Pune,Sedan,17.3,306.4,Card,3409,3.5,4.0,Completed,
108128,2024-12-04,15,Chennai,Sedan,19.92,549.85,Wallet,1849,3.5,3.5,Cancelled,Customer Change of Mind
108129,2024-12-04,16,Chennai,Bike,23.44,149.29,Wallet,2799,2.8,3.6,Completed,
108130,2024-12-04,6,Mumbai,Bike,23.73,387.32,Card,4818,4.8,3.5,Completed,
108131,2024-12-04,12,Mumbai,Mini,21.81,646.87,Cash,3927,3.7,4.7,Completed,
108132,2024-12-04,23,Chennai,Auto,7.18,777.76,Cash,2185,4.3,2.9,Completed,
108133,2024-12-04,1,Hyderabad,Bike,16.76,183.0,UPI,1566,2.9,3.5,Cancelled,Driver Delay
108134,2024-12-04,3,Delhi,Bike,9.41,120.99,UPI,1789,3.8,3.3,Cancelled,Customer Change of Mind
108135,2024-12-04,9,Chennai,Bike,23.48,790.63,Cash,2110,4.4,4.0,Completed,
108136,2024-12-05,6,Mumbai,Sedan,22.69,465.64,Wallet,4912,4.0,4.2,Completed,
108137,2024-12-05,23,Bengaluru,Mini,7.66,309.07,Wallet,4636,3.4,3.8,Completed,
108138,2024-12-05,16,Bengaluru,Sedan,19.6,770.21,Cash,1310,4.0,5.0,Completed,
108139,2024-12-05,19,Mumbai,Auto,2.69,342.64,Card,1410,5.0,3.1,Completed,
108140,2024-12-05,5,Mumbai,Sedan,23.29,224.0,Card,4194,4.2,2.5,Cancelled,High Fare
108141,2024-12-05,18,Delhi,Mini,23.63,652.63,Wallet,1333,3.8,4.3,Completed,
108142,2024-12-05,4,Pune,Sedan,11.06,285.47,Card,4955,4.6,3.1,Completed,
